priority_rank,priority_tier,spatial_unit_id,location_name,location_type,police_station_mode,unit_latitude,unit_longitude,final_priority_score,score_ml,score_recent30,score_priority,daily_impact_signal_roll_sum_7d,daily_impact_signal_roll_sum_30d,recent_persistence_30d,high_obstruction_share_30d,hist_total_events,hist_confidence_score,recommended_action,recommended_time_window,priority_reason
75,High,h3_8961892530bffff,h3_8961892530bffff,H3/grid hotspot cell,Jeevanbheemanagar,12.9591554,77.6455741,0.9464912280701754,28.70036151500033,186.29500000000002,94.18009060977846,33.724999999999994,186.29500000000002,0.5333333333333333,0.007407407407407408,497.0,0.7005168212122629,Scheduled enforcement patrol,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
76,High,h3_8961892c96fffff,h3_8961892c96fffff,H3/grid hotspot cell,Kodigehalli,13.0475695,77.5759833,0.9437134502923977,26.01735269117867,185.33320000000003,112.4833917362605,55.461500000000015,185.33320000000003,0.6,0.004166666666666667,583.0,0.7112309203454683,Scheduled enforcement patrol,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
77,High,"junction_BTP022 - Marenahalli Junction, Vijayanagar","BTP022 - Marenahalli Junction, Vijayanagar",Named junction,Vijayanagara,12.96865985,77.53671125,0.9434941520467834,26.864469805797356,169.42750000000004,101.22309410568366,28.326874999999994,169.42750000000004,0.7666666666666667,0.08333333333333333,898.0,0.8078624525193188,Scheduled enforcement patrol,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
78,High,h3_8961892e483ffff,h3_8961892e483ffff,H3/grid hotspot cell,HAL Old Airport,12.9712137,77.7121553,0.9430190058479532,27.05094799485826,162.7845,94.6505679359061,41.103750000000005,162.7845,0.5333333333333333,0.11965811965811966,418.0,0.6848880237881189,Scheduled enforcement patrol,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
79,High,h3_8960145b077ffff,h3_8960145b077ffff,H3/grid hotspot cell,Malleshwaram,12.9985842,77.5694009,0.9418859649122807,27.376339284360625,138.67525,89.77491186645545,46.041,138.67525,0.6333333333333333,0.016260162601626018,572.0,0.7239621576725997,Scheduled enforcement patrol,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
80,High,h3_8960145b5c7ffff,h3_8960145b5c7ffff,H3/grid hotspot cell,City Market,12.9696981,77.57562325,0.9406432748538012,27.533941647019866,125.01815,83.60847097540339,40.4335,125.01815,0.6666666666666666,0.00819672131147541,691.0,0.7833260585856825,Scheduled enforcement patrol,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
81,High,h3_8961892cb4fffff,h3_8961892cb4fffff,H3/grid hotspot cell,Kodigehalli,13.07119658,77.5882525,0.938157894736842,25.92083877350881,137.385,79.9360372946781,27.467500000000005,137.385,0.7333333333333333,0.013452914798206279,895.0,0.7622139694881378,Scheduled enforcement patrol,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
82,High,junction_BTP071 - Prasanna Junction,BTP071 - Prasanna Junction,Named junction,Magadi Road,12.97402,77.55157795,0.9374269005847952,24.99944837600747,132.978125,80.6316798619847,25.80375,132.978125,0.8666666666666667,0.016129032258064516,560.0,0.762767618687016,Scheduled enforcement patrol,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
83,High,h3_8961892e0cfffff,h3_8961892e0cfffff,H3/grid hotspot cell,Mahadevapura,12.99522809,77.69685475,0.9371710526315788,20.344156990243796,285.89385000000004,177.42243589844117,75.10230000000001,285.89385000000004,0.3,0.5069444444444444,498.0,0.6534517897521415,Scheduled enforcement patrol,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
84,High,h3_89618925403ffff,h3_89618925403ffff,H3/grid hotspot cell,Bellandur,12.926339,77.6769126,0.9370248538011696,24.849609491827024,146.66045,73.46079859762617,21.190000000000005,146.66045,0.6,0.018518518518518517,599.0,0.7199962009551015,Scheduled enforcement patrol,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
85,High,h3_8961892c98bffff,h3_8961892c98bffff,H3/grid hotspot cell,Hebbala,13.0350127,77.5889003,0.9370248538011694,24.268163366497458,168.53685,78.38002252736185,7.9610000000000065,168.53685,0.7,0.0055248618784530384,1023.0,0.8047703931098212,Scheduled enforcement patrol,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
86,High,"junction_BTP204 - ESI Hospital, Rajajinagar","BTP204 - ESI Hospital, Rajajinagar",Named junction,Rajajinagar,12.98997095,77.55327654999999,0.9346491228070175,24.811809993593286,137.1990625,66.31068141004754,21.725,137.1990625,0.5333333333333333,0.0,408.0,0.6848973711914597,Scheduled enforcement patrol,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
87,High,h3_8960145b063ffff,h3_8960145b063ffff,H3/grid hotspot cell,Malleshwaram,13.0007966,77.5696567,0.9344663742690058,24.740437786331476,125.93855,75.35700058023122,33.62535,125.93855,0.6,0.018691588785046728,562.0,0.7420252940098799,Scheduled enforcement patrol,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
88,High,h3_8961892e2a3ffff,h3_8961892e2a3ffff,H3/grid hotspot cell,K.R. Pura,13.0082786,77.6930485,0.9339546783625731,22.166226215012106,149.72140000000002,110.31290731110342,62.13050000000001,149.72140000000002,0.7666666666666667,0.08870967741935484,250.0,0.645859631841167,Scheduled enforcement patrol,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
89,High,"junction_BTP095 - Satellite Bus Stand, Mysore Road","BTP095 - Satellite Bus Stand, Mysore Road",Named junction,Byatarayanapura,12.9537962,77.5434058,0.9325657894736842,24.167801560528417,118.39850000000001,73.67460684234126,27.28,118.39850000000001,0.7,0.12857142857142856,493.0,0.7331790311284254,Scheduled enforcement patrol,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
90,High,junction_BTP118 - Basappa Circle,BTP118 - Basappa Circle,Named junction,City Market,12.9586981,77.5775823,0.9315423976608187,24.06915177325699,129.8130625,68.21291135460551,17.525750000000002,129.8130625,0.7666666666666667,0.011363636363636364,502.0,0.7256777100564378,Scheduled enforcement patrol,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
91,High,"junction_BTP189 - New Diagonal Road, Jayanagar","BTP189 - New Diagonal Road, Jayanagar",Named junction,Jayanagara,12.928086,77.5806977,0.9307383040935673,24.07642328904975,118.478125,65.59729737425926,28.278124999999992,118.478125,0.5666666666666667,0.022222222222222223,480.0,0.6893787842701282,Scheduled enforcement patrol,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
92,High,junction_BTP018 - Dhobi Ghat Junction,BTP018 - Dhobi Ghat Junction,Named junction,Rajajinagar,12.9876018,77.5498659,0.9303728070175439,26.225564214871994,88.4934375,55.286686569082406,28.393750000000004,88.4934375,0.4666666666666667,0.18181818181818182,296.0,0.6626577512226483,Scheduled enforcement patrol,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
93,High,h3_8960145b00fffff,h3_8960145b00fffff,H3/grid hotspot cell,Malleshwaram,12.9952984,77.5714519,0.9300073099415205,23.15630532009678,109.11449999999999,84.98848125325836,55.552,109.11449999999999,0.6,0.01020408163265306,807.0,0.7508716837717045,Scheduled enforcement patrol,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
94,High,h3_896014594d3ffff,h3_896014594d3ffff,H3/grid hotspot cell,Sadashivanagar,13.028142,77.5728392,0.9296418128654971,23.642026543663945,106.96025,77.8824337042577,54.653000000000006,106.96025,0.4666666666666667,0.0392156862745098,432.0,0.69772697076832,Scheduled enforcement patrol,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
95,High,junction_BTP028 - Vijayanagar Bus Stand Junction,BTP028 - Vijayanagar Bus Stand Junction,Named junction,Vijayanagara,12.9724735,77.5378669,0.928983918128655,22.251868599962467,131.01125,66.00198886229775,19.85,131.01125,0.5666666666666667,0.00909090909090909,583.0,0.7426994518139998,Scheduled enforcement patrol,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
96,High,"junction_BTP148 - 17th Main, Doopanahalli Bus Stop","BTP148 - 17th Main, Doopanahalli Bus Stop",Named junction,Jeevanbheemanagar,12.963731,77.6416035,0.9282894736842106,23.735237216537733,115.925,57.16833266418397,10.80625,115.925,0.6,0.1076923076923077,617.0,0.7533877202384844,Scheduled enforcement patrol,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
97,High,h3_8961892eca7ffff,h3_8961892eca7ffff,H3/grid hotspot cell,Jeevanbheemanagar,12.9695201,77.6413772,0.9257309941520466,21.843991892922492,110.0205,72.7603353661979,31.511999999999993,110.0205,0.7,0.102803738317757,529.0,0.7379767504428054,Scheduled enforcement patrol,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
98,High,h3_89618920973ffff,h3_89618920973ffff,H3/grid hotspot cell,HAL Old Airport,12.9386421,77.6973141,0.925657894736842,22.486406849272516,93.3195,68.86049796415493,30.041000000000004,93.3195,0.6,0.3448275862068966,457.0,0.7314154026387224,Scheduled enforcement patrol,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
99,High,h3_8961892e383ffff,h3_8961892e383ffff,H3/grid hotspot cell,Mahadevapura,13.00039355,77.67780694999999,0.9245979532163742,17.019469769226518,155.93625000000003,99.0978249794226,34.1525,155.93625000000003,0.6,0.5070422535211268,177.0,0.5841234766233075,Scheduled enforcement patrol,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
100,High,h3_8961892eca3ffff,h3_8961892eca3ffff,H3/grid hotspot cell,Jeevanbheemanagar,12.97038155,77.64556630000001,0.9233552631578947,20.736603598527932,111.59750000000001,58.88903463881022,19.32500000000001,111.59750000000001,0.5,0.1794871794871795,340.0,0.6749773532876855,Scheduled enforcement patrol,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
101,Medium,"junction_BTP206 - Shankara Mutt Circle, Vijayanagar","BTP206 - Shankara Mutt Circle, Vijayanagar",Named junction,Vijayanagara,12.99865235,77.54098335,0.923062865497076,18.72162722577128,152.08843750000003,57.96168587947781,1.44375,152.08843750000003,0.43333333333333335,0.041237113402061855,598.0,0.7233837137006738,Periodic monitoring,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
102,Medium,h3_8961892ec9bffff,h3_8961892ec9bffff,H3/grid hotspot cell,Jeevanbheemanagar,12.9717099,77.6580883,0.9224415204678362,19.430555097159363,124.7195,62.631465745668855,16.940000000000005,124.7195,0.5666666666666667,0.027777777777777776,963.0,0.761167490512643,Periodic monitoring,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
103,Medium,junction_BTP172 - Nanjappa Circle,BTP172 - Nanjappa Circle,Named junction,Ashok Nagar,12.9618209,77.5990983,0.9220394736842104,17.79461237020173,129.5875,69.88295413156283,30.793749999999996,129.5875,0.5333333333333333,0.0,680.0,0.6879129441570293,Periodic monitoring,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
104,Medium,h3_89601459563ffff,h3_89601459563ffff,H3/grid hotspot cell,Yeshwanthpura,13.03063925,77.53643995,0.9220029239766081,16.131511639247837,171.78270000000003,77.47316425740824,2.1550000000000002,171.78270000000003,0.5333333333333333,0.31521739130434784,425.0,0.717543314348644,Periodic monitoring,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
105,Medium,h3_8960145b193ffff,h3_8960145b193ffff,H3/grid hotspot cell,Magadi Road,12.9757364,77.5588679,0.9217836257309941,20.462466930078346,92.86575,70.10407395351345,48.948,92.86575,0.5,0.0,644.0,0.7439037880885364,Periodic monitoring,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
106,Medium,"junction_BTP062 - Basava Mantapa, Dr. Rajkumar Road","BTP062 - Basava Mantapa, Dr. Rajkumar Road",Named junction,Magadi Road,12.9800502,77.55462539999999,0.9208698830409356,20.523460274209878,100.048125,53.94064381415955,18.150625,100.048125,0.6,0.06756756756756757,354.0,0.7147086754443158,Periodic monitoring,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
107,Medium,junction_BTP219 - Canara Bank Junction,BTP219 - Canara Bank Junction,Named junction,Jayanagara,12.9312717,77.5838808,0.9200657894736841,21.98017513718382,85.173125,51.84800513602119,30.496249999999993,85.173125,0.5,0.0,296.0,0.671399009963907,Periodic monitoring,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
108,Medium,h3_896189240d3ffff,h3_896189240d3ffff,H3/grid hotspot cell,Electronic City,12.8861368,77.6413914,0.9195906432748538,18.580459718265743,113.23125,59.981993508498206,28.822750000000006,113.23125,0.5333333333333333,0.0,238.0,0.6226717102013537,Periodic monitoring,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
109,Medium,junction_BTP140 - Madiwala Check Post,BTP140 - Madiwala Check Post,Named junction,Adugodi,12.9328438,77.6138977,0.9187865497076023,16.29238827337851,141.710625,62.89557783240453,5.503125,141.710625,0.6,0.1625,314.0,0.6829337125877586,Periodic monitoring,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
110,Medium,h3_8961892ed2fffff,h3_8961892ed2fffff,H3/grid hotspot cell,Halasur,12.972893849999998,77.61703555,0.9186038011695906,17.398906772538975,101.02215,70.72999608247868,40.227900000000005,101.02215,0.5,0.1518987341772152,412.0,0.7100747430504221,Periodic monitoring,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
111,Medium,"junction_BTP115 - Sahasra Hospital, Jayanagar","BTP115 - Sahasra Hospital, Jayanagar",Named junction,Jayanagara,12.91719335,77.5735736,0.9182383040935671,21.938225339379905,83.46937500000001,47.87874648350382,24.043750000000003,83.46937500000001,0.5333333333333333,0.017543859649122806,276.0,0.6711887405317514,Periodic monitoring,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
112,Medium,h3_8961892e01bffff,h3_8961892e01bffff,H3/grid hotspot cell,Mahadevapura,12.995555,77.69547727,0.9174342105263158,13.19320589836386,251.83805,160.47897373181763,69.9135,251.83805,0.3,0.5833333333333334,333.0,0.6174666837985909,Periodic monitoring,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
113,Medium,junction_BTP167 - JC Road Junction,BTP167 - JC Road Junction,Named junction,City Market,12.9580215,77.5813854,0.9161549707602339,15.900297775602908,131.709875,61.95908550680127,20.512500000000003,131.709875,0.5,0.0425531914893617,278.0,0.6332938131383699,Periodic monitoring,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
